id_alojamiento,tipo_alojamiento,restaurante,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,latitud,longitud
241,HOTEL,SI,PALACIO             ,11,CENTRO              ,1,CUESTA                   SANTO DOMINGO                                     ,5,439796.6,4474576.5,40.41963918249142,-3.709650918776444
242,VIVIENDA TURISTICA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    DUQUE DE RIVAS                                    ,6,440054.6,4473873.5,40.41332485656681,-3.7065436988582534
243,HOTEL,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    CABESTREROS                                       ,5,440231.6,4473424.5,40.409292778831116,-3.704415468569974
244,CASA DE HUESPEDES,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    LAVAPIES                                          ,32,440376.6,4473547.5,40.41041122057521,-3.7027181821124198
245,VIVIENDA TURISTICA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    TORRECILLA DEL LEAL                               ,11,440657.6,4473609.5,40.41098982681945,-3.6994123482042025
246,VIVIENDA TURISTICA,NO,CORTES              ,13,CENTRO              ,1,CALLE                    CENICERO                                          ,6,441169.6,4473566.5,40.41063880510175,-3.693374336928556
247,HOTEL,NO,CORTES              ,13,CENTRO              ,1,CALLE                    PRADO                                             ,23,440766.6,4474064.5,40.41509645237921,-3.6981701219728356
248,HOTEL,SI,CORTES              ,13,CENTRO              ,1,CALLE                    MORATIN                                           ,52,441106.6,4473779.5,40.41255316017427,-3.6941365184156525
249,HOTEL,SI,CORTES              ,13,CENTRO              ,1,CALLE                    GRAN VIA                                          ,11,440668.6,4474551.5,40.4194766010603,-3.6993705697561543
250,HOTEL,SI,PALACIO             ,11,CENTRO              ,1,CALLE                    MAYOR                                             ,46,439842.6,4474170.5,40.41598507481213,-3.709070331507958
251,HOTEL,SI,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    GRAN VIA                                          ,70,439816.6,4474921.5,40.422748545550974,-3.709447834231579
252,HOTEL,NO,JUSTICIA            ,14,CENTRO              ,1,CALLE                    BARBIERI                                          ,5,440760.6,4474708.5,40.42089748630986,-3.698300817656662
253,HOTEL,SI,JUSTICIA            ,14,CENTRO              ,1,CALLE                    HORTALEZA                                         ,74,440720.6,4474978.5,40.42332692518575,-3.6987974645702404
254,HOTEL,SI,CORTES              ,13,CENTRO              ,1,PLAZA                    SANTA ANA                                         ,14,440491.6,4473997.5,40.41447326691082,-3.701404984842609
255,HOTEL,SI,JUSTICIA            ,14,CENTRO              ,1,CALLE                    SANTA BARBARA                                     ,10,440940.6,4475293.5,40.42618023940857,-3.696233501204856
256,HOTEL,NO,SOL                 ,16,CENTRO              ,1,CALLE                    GALDO                                             ,2,440237.6,4474400.5,40.41808548091532,-3.704436443313583
257,HOTEL,SI,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    JESUS Y MARIA                                     ,12,440266.6,4473663.5,40.41144831792611,-3.7040254335575233
258,HOTEL,SI,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    CONDE DE ROMANONES                                ,6,440195.6,4473887.5,40.413461118331526,-3.7048832443049364
259,HOTEL,SI,CORTES              ,13,CENTRO              ,1,PLAZA                    CORTES                                            ,7,440972.6,4474101.5,40.41544440216111,-3.695745651866095
260,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    SEMINARIO DE NOBLES                               ,4,439474.6,4475515.5,40.42807475041001,-3.7135356133353756
261,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    DIVINO PASTOR                                     ,7,440399.6,4475426.5,40.427339783175086,-3.7026232028245762
262,VIVIENDA TURISTICA,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    LUCIENTE                                          ,5,439691.6,4473545.5,40.41034385696659,-3.7107907798652295
263,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    MINAS                                             ,12,440107.6,4475114.5,40.42450817517925,-3.706035923910477
264,APART-HOTEL,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    PEZ                                               ,32,440101.1,4475067.5,40.42408430986741,-3.7061081154746827
265,VIVIENDA TURISTICA,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    CONDE DE MIRANDA                                  ,4,439785.6,4474074.5,40.415116140424,-3.7097330497963084
266,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALACIO             ,11,CENTRO              ,1,PLAZA                    REDONDILLA                                        ,4,439535.6,4473814.5,40.41275581638293,-3.7126548143446283
267,VIVIENDA TURISTICA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    CARNERO                                           ,12,439830.6,4473310.5,40.408236924951005,-3.709130433236237
268,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,JUSTICIA            ,14,CENTRO              ,1,CALLE                    SAGASTA                                           ,22,440777.6,4475486.5,40.427907286086416,-3.6981729024320105
269,HOTEL,SI,JUSTICIA            ,14,CENTRO              ,1,CALLE                    BARQUILLO                                         ,21,440980.6,4474848.5,40.42217430666246,-3.695720681482205
270,HOTEL,NO,JUSTICIA            ,14,CENTRO              ,1,CALLE                    GRAN VIA                                          ,10,440733.6,4474561.5,40.41957131775726,-3.698605366312607
271,APART-HOTEL,NO,CORTES              ,13,CENTRO              ,1,CALLE                    AMOR DE DIOS                                      ,17,440739.6,4473768.5,40.41242801847212,-3.698460769781585
272,VIVIENDA TURISTICA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    CONCEPCION JERONIMA                               ,33,440014.6,4473912.5,40.41367330506234,-3.707018800232234
273,HOTEL,SI,SOL                 ,16,CENTRO              ,1,CALLE                    PAZ                                               ,11,440264.6,4474100.5,40.415384878303335,-3.704090036233406
274,APART-HOTEL,NO,SOL                 ,16,CENTRO              ,1,CALLE                    CHINCHILLA                                        ,7,440292.6,4474573.5,40.41964789378545,-3.70380442969915
275,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    PIZARRO                                           ,14,440119.6,4474952.5,40.423049669051565,-3.7058792173952857
276,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    SAN VICENTE FERRER                                ,43,440188.6,4475262.5,40.425847253529334,-3.7050950539941385
277,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    SAN HERMENEGILDO                                  ,4,440063.6,4475546.5,40.428396657241684,-3.706595302080859
278,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    MANZANA                                           ,7,439930.6,4475049.5,40.4239098654553,-3.7081161802209652
279,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    AMANIEL                                           ,9,439830.6,4475228.5,40.42551515187081,-3.7093118636237286
280,CASA DE HUESPEDES,NO,SOL                 ,16,CENTRO              ,1,CALLE                    JARDINES                                          ,23,440590.6,4474494.5,40.4189575530265,-3.700284607535439
281,PENSION,NO,CORTES              ,13,CENTRO              ,1,PASEO                    PRADO                                             ,46,441222.6,4473501.5,40.41005699656865,-3.692743718551783
282,VIVIENDA TURISTICA,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    FOMENTO                                           ,36,439689.6,4474848.5,40.422081733017784,-3.710937890088323
283,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CORTES              ,13,CENTRO              ,1,CALLE                    ALMADEN                                           ,26,441156.6,4473590.5,40.410854090222834,-3.693529763652371
284,HOTEL,SI,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    LIBREROS                                          ,7,440063.6,4474823.5,40.421883546014776,-3.7065271475683272
285,VIVIENDA TURISTICA,NO,UNIVERSIDAD         ,15,CENTRO              ,1,CALLE                    LORETO Y CHICOTE                                  ,2,440297.6,4474775.5,40.42146796249971,-3.7037644592213725
286,HOTEL,SI,PALACIO             ,11,CENTRO              ,1,CALLE                    CAVA BAJA                                         ,14,439880.6,4473848.5,40.41308709491638,-3.708592030888981
287,VIVIENDA TURISTICA,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    CAVA ALTA                                         ,21,439808.6,4473729.5,40.41200988369413,-3.7094293326091603
288,HOTEL,SI,CORTES              ,13,CENTRO              ,1,CALLE                    GRAN VIA                                          ,9,440692.6,4474543.5,40.419406244094716,-3.699086943044681
289,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    SANTA ANA                                         ,25,439825.6,4473437.5,40.40938063961638,-3.709201366306103
290,VIVIENDA TURISTICA,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    AGUAS                                             ,3,439587.6,4473563.5,40.410498468013174,-3.712018136256212
291,HOTEL,SI,CORTES              ,13,CENTRO              ,1,CALLE                    SEVILLA                                           ,2,440603.6,4474257.5,40.41682347211645,-3.700109249902142
292,HOTEL,NO,JUSTICIA            ,14,CENTRO              ,1,CALLE                    FUENCARRAL                                        ,52,440570.6,4474997.5,40.4234873855411,-3.700567345219335
293,CASA DE HUESPEDES,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    MAGDALENA                                         ,1,440328.6,4473804.5,40.41272296046523,-3.703307970052216
294,HOSTAL,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    ESPEJO                                            ,4,439787.6,4474230.5,40.41652160503943,-3.709724244332166
295,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALACIO             ,11,CENTRO              ,1,CALLE                    FACTOR                                            ,5,439539.6,4474163.5,40.41590005867248,-3.71264084094643
296,VIVIENDA TURISTICA,NO,CORTES              ,13,CENTRO              ,1,CALLE                    FUCAR                                             ,15,440982.6,4473625.5,40.41115706904307,-3.695583635270456
297,HOSTAL,NO,SOL                 ,16,CENTRO              ,1,CALLE                    JACOMETREZO                                       ,1,440058.6,4474622.5,40.420072485563395,-3.7065671379070593
298,HOTEL,SI,SOL                 ,16,CENTRO              ,1,CALLE                    CHINCHILLA                                        ,6,440307.6,4474578.5,40.41969401226075,-3.7036280982629974
299,HOTEL,SI,JUSTICIA            ,14,CENTRO              ,1,CALLE                    GRAN VIA                                          ,24,440547.6,4474620.5,40.42008954960199,-3.7008032097413714
300,HOTEL,SI,SOL                 ,16,CENTRO              ,1,CALLE                    ADUANA                                            ,19,440495.6,4474427.5,40.41834719769868,-3.7013980663279913
301,HOTEL,SI,CORTES              ,13,CENTRO              ,1,CALLE                    CRUZ                                              ,5,440543.6,4474185.5,40.41617057733575,-3.7008096937717063
302,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    AMPARO                                            ,70,440464.6,4473270.5,40.40792216824257,-3.7016551763423107
303,VIVIENDA TURISTICA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    VENTORRILLO                                       ,11,440144.6,4473150.5,40.4068182038466,-3.7054149832634726
304,HOTEL,NO,SOL                 ,16,CENTRO              ,1,CALLE                    CARMEN                                            ,4,440311.6,4474336.5,40.41751424978214,-3.7035582407588934
305,APART-HOTEL,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    LUIS VELEZ DE GUEVARA                             ,10,440400.6,4473840.5,40.41305242437624,-3.702462785852355
306,HOTEL,SI,JUSTICIA            ,14,CENTRO              ,1,CALLE                    GRAN VIA                                          ,6,440802.6,4474534.5,40.419333000272346,-3.6977895698448005
307,VIVIENDA TURISTICA,NO,EMBAJADORES         ,12,CENTRO              ,1,CALLE                    CABESTREROS                                       ,11,440202.6,4473409.5,40.40915556894243,-3.7047558212393166
308,HOTEL,SI,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,RONDA                    ATOCHA                                            ,17,440968.6,4473136.5,40.40675092039624,-3.6957032653994513
309,CASA DE HUESPEDES,NO,IMPERIAL            ,21,ARGANZUELA          ,2,CALLE                    VIRGEN DEL PUERTO                                 ,11,438862.6,4473853.5,40.41305798439829,-3.7205901865827977
310,APART-HOTEL,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,PASEO                    DELICIAS                                          ,16,441150.6,4473052.5,40.40600709105147,-3.6935507210215266
311,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,ACACIAS             ,22,ARGANZUELA          ,2,CALLE                    ESPERANZA                                         ,11,440183.6,4472712.5,40.402875289412535,-3.704914224732031
312,HOTEL,SI,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    MENDEZ ALVARO                                     ,30,441690.6,4472539.5,40.40142371444247,-3.6871401648279427
313,HOTEL,SI,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    VIZCAYA                                           ,9,441063.6,4472921.5,40.40482082239393,-3.694563829354074
314,VIVIENDA TURISTICA,NO,ACACIAS             ,22,ARGANZUELA          ,2,CALLE                    SANTA MARIA DE LA CABEZA                          ,68,440520.6,4472443.5,40.40047614489988,-3.7009179518251685
315,VIVIENDA TURISTICA,NO,LEGAZPI             ,24,ARGANZUELA          ,2,CALLE                    BRONCE                                            ,9,441635.6,4471256.5,40.389861910980215,-3.687670663723997
316,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,IMPERIAL            ,21,ARGANZUELA          ,2,RONDA                    SEGOVIA                                           ,14,439160.6,4473376.5,40.408782787408285,-3.71703248933339
317,VIVIENDA TURISTICA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    TARRAGONA                                         ,2,440763.6,4472570.0,40.40163304294749,-3.6980663610783355
318,HOSTAL,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    DELICIAS                                          ,28,441272.6,4472772.5,40.4034933224739,-3.692087192976754
319,VIVIENDA TURISTICA,NO,ACACIAS             ,22,ARGANZUELA          ,2,CALLE                    PEÃÂUELAS                                          ,20,440265.6,4472713.5,40.40289018478022,-3.703948048010305
320,VIVIENDA TURISTICA,NO,LEGAZPI             ,24,ARGANZUELA          ,2,CALLE                    JOSE ANTONIO ZAPATA                               ,8,441329.16,4470810.5,40.38582257505512,-3.6912399249370007
321,HOTEL,SI,DELICIAS            ,25,ARGANZUELA          ,2,PASEO                    DELICIAS                                          ,56,441085.6,4472404.5,40.40016497892534,-3.694256727651635
322,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,RONDA                    VALENCIA                                          ,1,440634.8,4473018.5,40.40566418215147,-3.6996259170977184
323,APART-HOTEL,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    VIZCAYA                                           ,9,441075.6,4472919.5,40.40480365475273,-3.6944222343786945
324,VIVIENDA TURISTICA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    MURCIA                                            ,24,441304.6,4472946.5,40.40506306034137,-3.691726153289378
325,HOSTAL,NO,DELICIAS            ,25,ARGANZUELA          ,2,CALLE                    MENDEZ ALVARO                                     ,58,442104.94,4472037.0,40.39692583520128,-3.6822120578437594
326,VIVIENDA TURISTICA,NO,IMPERIAL            ,21,ARGANZUELA          ,2,CALLE                    JUAN DUQUE                                        ,21,438963.6,4473753.5,40.41216455233508,-3.7193902550943756
327,HOTEL,SI,IMPERIAL            ,21,ARGANZUELA          ,2,GLORIETA                 PUERTA DE TOLEDO                                  ,4,439556.6,4473108.5,40.40639736494054,-3.7123402564622614
328,CASA DE HUESPEDES,NO,CHOPERA             ,23,ARGANZUELA          ,2,CALLE                    FERNANDO POO                                      ,2,440638.6,4472394.5,40.400043148490994,-3.6995229439558814
329,VIVIENDA TURISTICA,NO,LEGAZPI             ,24,ARGANZUELA          ,2,CALLE                    PUERTO DE LA CRUZ VERDE                           ,11,441709.6,4470952.5,40.387128493954144,-3.6867710092583867
330,VIVIENDA TURISTICA,NO,LEGAZPI             ,24,ARGANZUELA          ,2,CALLE                    PUERTO DE MIRAVETE                                ,11,441638.56,4470873.5,40.38641184496187,-3.6876007000967745
331,HOTEL,SI,CHOPERA             ,23,ARGANZUELA          ,2,PASEO                    CHOPERA                                           ,71,440947.6,4471482.5,40.39184934959166,-3.6957973213929747
332,APART-HOTEL,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,PASEO                    SANTA MARIA DE LA CABEZA                          ,21,441036.6,4472989.5,40.40543148910345,-3.69488830114555
333,VIVIENDA TURISTICA,NO,ACACIAS             ,22,ARGANZUELA          ,2,CALLE                    LAUREL                                            ,23,440218.6,4472690.5,40.40267961627685,-3.7044997260295736
334,VIVIENDA TURISTICA,NO,CHOPERA             ,23,ARGANZUELA          ,2,CALLE                    ALDEA DEL FRESNO                                  ,25,440662.6,4471846.5,40.39510819561665,-3.699189073512522
335,HOTEL,SI,IMPERIAL            ,21,ARGANZUELA          ,2,PASEO                    VIRGEN DEL PUERTO                                 ,57,438778.6,4473113.5,40.40638555911834,-3.721508972771283
336,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    DELICIAS                                          ,29,441300.6,4472841.5,40.40411688445154,-3.6917636063759445
337,VIVIENDA TURISTICA,NO,CHOPERA             ,23,ARGANZUELA          ,2,CALLE                    GENERAL PALANCA                                   ,7,440674.6,4472345.5,40.399604297217266,-3.699094178764802
338,VIVIENDA TURISTICA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    VIZCAYA                                           ,9,441063.6,4472921.5,40.40482082239393,-3.694563829354074
339,VIVIENDA TURISTICA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    CANARIAS                                          ,38,441238.6,4472560.5,40.40158111843622,-3.6924682759084115
340,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CHOPERA             ,23,ARGANZUELA          ,2,PASEO                    CHOPERA                                           ,7,440451.6,4472041.5,40.39684979503983,-3.701693404945838
341,HOTEL,SI,ACACIAS             ,22,ARGANZUELA          ,2,PASEO                    ACACIAS                                           ,40,439622.6,4472681.5,40.402555535181854,-3.7115219813395015
342,HOTEL,SI,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    DELICIAS                                          ,42,441441.6,4472812.5,40.40386556629761,-3.6900993889537785
343,VIVIENDA TURISTICA,NO,ACACIAS             ,22,ARGANZUELA          ,2,CALLE                    CARVAJALES                                        ,9,440423.6,4472362.5,40.39973952203848,-3.702053359044001
344,VIVIENDA TURISTICA,NO,LEGAZPI             ,24,ARGANZUELA          ,2,CALLE                    JOSE ANTONIO ZAPATA                               ,10,441305.9,4470804.5,40.38576688544654,-3.6915133946599243
345,HOTEL,SI,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,PASEO                    DELICIAS                                          ,26,441130.6,4472953.5,40.40511383480105,-3.6937772509755384
346,HOTEL,SI,IMPERIAL            ,21,ARGANZUELA          ,2,GLORIETA                 PUERTA DE TOLEDO                                  ,4,439562.6,4473100.5,40.40632573276665,-3.71226879045768
347,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALOS DE MOGUER     ,26,ARGANZUELA          ,2,CALLE                    RAFAEL DE RIEGO                                   ,6,441273.6,4473028.5,40.40579957219892,-3.6920990297949703
348,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,ESTRELLA            ,33,RETIRO              ,3,CALLE                    DOCTOR ESQUERDO                                   ,77,443249.6,4474466.5,40.41889089791158,-3.6689413855216126
349,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,PASEO                    INFANTA ISABEL                                    ,9,441504.6,4473249.5,40.407806716217685,-3.6893971623058928
350,VIVIENDA TURISTICA,NO,IBIZA               ,34,RETIRO              ,3,CALLE                    FERNAN GONZALEZ                                   ,50,442754.6,4474514.5,40.419289402460315,-3.6747801017425843
351,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,PASEO                    INFANTA ISABEL                                    ,13,441590.6,4473183.5,40.40721819267085,-3.688377621554946
352,HOTEL,SI,ESTRELLA            ,33,RETIRO              ,3,CALLE                    PEZ VOLADOR                                       ,1,443218.56,4473812.5,40.41299719697432,-3.669248865450839
353,VIVIENDA TURISTICA,NO,IBIZA               ,34,RETIRO              ,3,CALLE                    ALCALDE SAINZ DE BARANDA                          ,28,442745.6,4474215.5,40.41659523458943,-3.6748592675148943
354,CASA DE HUESPEDES,NO,LOS JERONIMOS       ,35,RETIRO              ,3,CALLE                    JUAN DE MENA                                      ,19,441431.6,4474319.5,40.41744068221696,-3.6903559452415418
355,HOTEL,SI,ADELFAS             ,32,RETIRO              ,3,PLAZA                    CONDE DE CASAL                                    ,6,443199.56,4473073.5,40.40633858432894,-3.6694068256399257
356,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,PLAZA                    LEALTAD                                           ,5,441239.6,4474122.5,40.415652474473696,-3.6926007278907655
357,HOTEL,SI,ESTRELLA            ,33,RETIRO              ,3,CALLE                    PEZ VOLADOR                                       ,1,443205.56,4473843.5,40.41327557480711,-3.6694048461661013
358,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,ADELFAS             ,32,RETIRO              ,3,CALLE                    LUIS MITJANS                                      ,8,443056.56,4472356.5,40.399869682199274,-3.6710278623647046
359,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,CALLE                    ALFONSO XII                                       ,18,441526.6,4474293.5,40.417213141719095,-3.689233850410894
360,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,IBIZA               ,34,RETIRO              ,3,CALLE                    NARVAEZ                                           ,71,442644.6,4474135.5,40.41586759803038,-3.6760424655554393
361,VIVIENDA TURISTICA,NO,PACIFICO            ,31,RETIRO              ,3,CALLE                    GUTENBERG                                         ,10,442201.6,4472975.5,40.405387062754045,-3.6811583425568517
362,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,PASEO                    REINA CRISTINA                                    ,7,442040.6,4473151.5,40.40696137086525,-3.683071639972507
363,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,NIÃÂO JESUS          ,36,RETIRO              ,3,CALLE                    REYES MAGOS                                       ,3,442794.6,4473717.5,40.412112355851306,-3.6742369595625433
364,VIVIENDA TURISTICA,NO,ADELFAS             ,32,RETIRO              ,3,CALLE                    BARRILERO                                         ,5,442897.56,4472131.5,40.397831868689934,-3.6728812332863527
365,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,CALLE                    ANTONIO MAURA                                     ,5,441370.6,4474237.5,40.41669769035857,-3.6910673550770174
366,VIVIENDA TURISTICA,NO,ESTRELLA            ,33,RETIRO              ,3,CALLE                    SIRIO                                             ,46,443580.56,4473524.5,40.41042735085893,-3.6649569228462187
367,HOTEL,SI,ADELFAS             ,32,RETIRO              ,3,AVENIDA                  CIUDAD DE BARCELONA                               ,113,443137.56,4472247.5,40.39889328402334,-3.6700636757446157
368,VIVIENDA TURISTICA,NO,NIÃÂO JESUS          ,36,RETIRO              ,3,CALLE                    JULIO REY PASTOR                                  ,2,442616.6,4473262.5,40.40800122057908,-3.6762937398200997
369,HOTEL,SI,LOS JERONIMOS       ,35,RETIRO              ,3,CALLE                    MONTALBAN                                         ,14,441536.6,4474344.5,40.4176732776914,-3.689120674775732
370,APART-HOTEL,NO,CASTELLANA          ,46,SALAMANCA           ,4,PASEO                    CASTELLANA                                        ,62,441524.6,4476489.5,40.43699562887164,-3.6894594059501946
371,VIVIENDA TURISTICA,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    COSLADA                                           ,24,442846.6,4476585.5,40.437952349167084,-3.673881916611803
373,VIVIENDA TURISTICA,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    ROMA                                              ,3,443454.6,4475811.5,40.43102132362595,-3.6666447318716
374,HOTEL,SI,RECOLETOS           ,41,SALAMANCA           ,4,CALLE                    RECOLETOS                                         ,18,441516.6,4474765.5,40.421464448509695,-3.6893951161575083
375,HOTEL,SI,LISTA               ,45,SALAMANCA           ,4,CALLE                    PRINCIPE DE VERGARA                               ,92,442409.6,4476443.5,40.436642995693994,-3.679021266226811
378,HOTEL,SI,RECOLETOS           ,41,SALAMANCA           ,4,CALLE                    HERMOSILLA                                        ,23,441861.6,4475319.5,40.42647933169771,-3.6853792294367573
379,APART-HOTEL,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    BEJAR                                             ,29,442997.6,4476484.5,40.43705285486184,-3.672092568022823
380,VIVIENDA TURISTICA,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    JOSE PICON                                        ,29,443055.6,4476351.5,40.43585869763913,-3.6713968393725263
381,HOTEL,SI,LISTA               ,45,SALAMANCA           ,4,CALLE                    GENERAL DIAZ PORLIER                              ,101,442621.6,4476271.5,40.4351081887137,-3.6765063095208985
382,VIVIENDA TURISTICA,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    ANDRES TAMAYO                                     ,3,443064.6,4476376.5,40.43608452638778,-3.6712929726288492
383,HOTEL,SI,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    JULIO CAMBA                                       ,1,443655.6,4475759.5,40.43056651995598,-3.664270574577669
384,APART-HOTEL,NO,LISTA               ,45,SALAMANCA           ,4,CALLE                    GENERAL DIAZ PORLIER                              ,101,442621.6,4476271.5,40.4351081887137,-3.6765063095208985
385,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,FUENTE DEL BERRO    ,43,SALAMANCA           ,4,CALLE                    ALCALA                                            ,166,443444.6,4475575.5,40.42889463299404,-3.666741622749002
387,HOTEL,SI,CASTELLANA          ,46,SALAMANCA           ,4,CALLE                    GENERAL ORAA                                      ,38,442175.6,4476374.5,40.436005173185144,-3.6817737863290665
388,CASA DE HUESPEDES,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    FRANCISCO NAVACERRADA                             ,25,443270.6,4475826.5,40.43114392281575,-3.668815207557708
389,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    AZCONA                                            ,46,443300.6,4476200.5,40.43451515200619,-3.6684949077949573
390,HOTEL,SI,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    JULIO CAMBA                                       ,3,443653.94,4475794.5,40.43088170583615,-3.664293246409514
391,HOTEL,SI,RECOLETOS           ,41,SALAMANCA           ,4,CALLE                    SALUSTIANO OLOZAGA                                ,4,441347.6,4474706.5,40.42092105232715,-3.691381688484081
392,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,GUINDALERA          ,44,SALAMANCA           ,4,CALLE                    NUESTRA SEÃÂORA DE GUADALUPE                       ,6,443538.6,4476133.5,40.43392777253493,-3.6656830777422678
